id,name,team,position,rating,match,match_id,match_date,home_away,ERA,top_stats_FotMob rating,top_stats_Minutes played,top_stats_Saves,top_stats_Goals conceded,top_stats_Goals prevented,top_stats_Accurate passes_value,top_stats_Accurate passes_total,top_stats_Accurate long balls_value,top_stats_Accurate long balls_total,top_stats_Diving save,top_stats_Saves inside box,top_stats_Acted as sweeper,top_stats_Punches,top_stats_Throws,top_stats_High claim,top_stats_Recoveries,top_stats_Touches,top_stats_Goals,top_stats_Assists,top_stats_Total shots,top_stats_Shotmap,top_stats_Chances created,attack_Blocked shots,attack_Touches,attack_Successful dribbles_value,attack_Successful dribbles_total,attack_Passes into final third,attack_Accurate crosses_value,attack_Accurate crosses_total,attack_Accurate long balls_value,attack_Accurate long balls_total,attack_Dispossessed,defense_Tackles won_value,defense_Tackles won_total,defense_Clearances,defense_Headed clearance,defense_Interceptions,defense_Defensive actions,defense_Recoveries,defense_Dribbled past,duels_Duels won,duels_Duels lost,duels_Ground duels won_value,duels_Ground duels won_total,duels_Aerial duels won_value,duels_Aerial duels won_total,duels_Was fouled,duels_Fouls committed,attack_Shot accuracy_value,attack_Shot accuracy_total,attack_Big chances missed,attack_Offsides,attack_Corners,defense_Tackles won,defense_Blocks,attack_Touches in opposition box,top_stats_Missed penalty,top_stats_Penalties won,defense_Last man tackle,defense_Clearance off the line,top_stats_Error led to goal,top_stats_xGOT faced,top_stats_Expected goals (xG),top_stats_Expected goals on target (xGOT),top_stats_Expected assists (xA),top_stats_xG + xA,attack_xG Non-penalty,top_stats_Conceded penalty
207383,William Tesillo,8258,Defender,7.4,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,7.4,90.0,,,,19.0,30.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,1.0,54.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,7.0,6.0,1.0,8.0,3.0,4.0,7.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,
167928,Oscar Murillo,8258,Defender,6.9,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,6.93,90.0,,,,31.0,37.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,42.0,,,4.0,,,5.0,9.0,0.0,,,4.0,3.0,,5.0,5.0,1.0,4.0,3.0,0.0,2.0,4.0,5.0,,1.0,,,,,,0.0,,,,,,,,,,,,,,
643533,Davinson Sánchez,8258,Defender,7.4,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,7.35,90.0,,,,18.0,34.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,,47.0,,,7.0,,,2.0,11.0,1.0,2.0,2.0,4.0,3.0,2.0,8.0,1.0,2.0,13.0,5.0,2.0,5.0,11.0,13.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,
206767,John Medina,8258,Defender,6.5,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,6.52,90.0,,,,26.0,31.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,53.0,,,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,,3.0,2.0,,3.0,5.0,3.0,5.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
50065,David Ospina,8258,Keeper,6.2,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,6.21,90.0,2.0,1.0,0.0,12.0,20.0,4.0,11.0,0.0,1.0,1.0,1.0,6.0,0.0,8.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50065,David Ospina,8258,Keeper,6.6,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,6.55,90.0,2.0,1.0,0.0,29.0,36.0,9.0,16.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155066,Juan Cuadrado,8258,Defender,7.6,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,7.59,90.0,,,,47.0,53.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,72.0,2.0,2.0,,0.0,2.0,6.0,10.0,0.0,,,,,,1.0,6.0,,10.0,1.0,8.0,9.0,2.0,2.0,6.0,1.0,,,,,,0.0,,,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,7.2,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,7.21,90.0,,,,46.0,51.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,59.0,,,,,,1.0,3.0,0.0,1.0,2.0,5.0,2.0,1.0,9.0,4.0,,4.0,2.0,2.0,3.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
167928,Oscar Murillo,8258,Defender,6.5,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,6.5,78.0,,,,30.0,33.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,40.0,,,,,,0.0,1.0,0.0,,,2.0,2.0,1.0,4.0,,,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,,,,,,0.0,,,,,,,,,,,,,,
726475,Yairo Moreno,8258,Defender,7.3,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,7.25,90.0,,,,45.0,53.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,71.0,4.0,6.0,,,,5.0,10.0,1.0,1.0,1.0,,,,1.0,6.0,2.0,6.0,5.0,6.0,11.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
207617,Juan Quintero,8258,Midfielder,7.4,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,7.39,78.0,,,,31.0,38.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,,52.0,2.0,3.0,,0.0,2.0,5.0,8.0,1.0,,,,,,2.0,7.0,,6.0,4.0,6.0,10.0,0.0,0.0,4.0,2.0,1.0,2.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
431323,Wilmar Barrios,8258,Midfielder,7.1,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,7.14,90.0,,,,33.0,38.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,47.0,3.0,3.0,,,,5.0,8.0,0.0,1.0,2.0,,,1.0,5.0,1.0,1.0,6.0,3.0,6.0,9.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,7.5,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,7.52,90.0,,,,45.0,51.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,61.0,2.0,3.0,,,,,,0.0,2.0,2.0,2.0,2.0,2.0,7.0,5.0,3.0,4.0,5.0,4.0,9.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,8.5,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,8.46,89.0,,,,32.0,35.0,,,,,,,,,,,1.0,0.0,1.0,True,1.0,,51.0,4.0,4.0,,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,5.0,1.0,6.0,5.0,6.0,9.0,0.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,7.9,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,7.89,69.0,,,,16.0,19.0,,,,,,,,,,,0.0,1.0,1.0,True,1.0,,28.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,5.0,4.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
281995,Miguel Borja,8258,Attacker,8.9,"Colombia-vs-Chile_Thu, Sep 9, 2021, 23:00 UTC",3239026,2021-09-09,home,Before Lorenzo,8.86,69.0,,,,8.0,12.0,,,,,,,,,,,2.0,0.0,3.0,True,1.0,1.0,21.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,2.0,,,2.0,2.0,2.0,2.0,0.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
22543,Radamel Falcao,8258,Attacker,6.5,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,6.47,58.0,,,,15.0,20.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,26.0,1.0,2.0,,,,,,0.0,,,1.0,,,1.0,1.0,,3.0,2.0,1.0,2.0,2.0,3.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,5.7,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,5.65,58.0,,,,13.0,18.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,22.0,1.0,1.0,,,,,,3.0,,,,,,0.0,2.0,3.0,2.0,9.0,1.0,7.0,1.0,4.0,,,,,,,,0.0,,,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,7.4,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,7.41,90.0,,,,26.0,34.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,1.0,54.0,5.0,6.0,,0.0,2.0,0.0,1.0,2.0,,,,,,1.0,8.0,,9.0,4.0,6.0,9.0,3.0,4.0,1.0,1.0,,,,,,0.0,,,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,7.0,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,6.97,58.0,,,,16.0,21.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,37.0,2.0,2.0,,,,0.0,2.0,3.0,3.0,3.0,1.0,,2.0,7.0,3.0,1.0,6.0,5.0,6.0,11.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
431323,Wilmar Barrios,8258,Midfielder,7.6,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,7.57,90.0,,,,42.0,53.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,75.0,2.0,2.0,,,,5.0,8.0,2.0,2.0,3.0,3.0,1.0,1.0,8.0,10.0,3.0,7.0,7.0,7.0,13.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
155066,Juan Cuadrado,8258,Midfielder,7.2,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,7.15,80.0,,,,27.0,35.0,,,,,,,,,,,0.0,0.0,0.0,,2.0,,56.0,,,,2.0,6.0,2.0,3.0,0.0,0.0,1.0,2.0,,,5.0,4.0,,5.0,3.0,5.0,6.0,0.0,2.0,4.0,2.0,,,,1.0,3.0,,,,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,6.8,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,6.75,90.0,,,,33.0,53.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,72.0,,,,0.0,2.0,4.0,12.0,0.0,,,2.0,,,3.0,6.0,,,2.0,0.0,1.0,0.0,1.0,,1.0,,,,,,0.0,,,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,7.5,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,7.47,90.0,,,,22.0,28.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,44.0,,,,,,0.0,3.0,0.0,2.0,3.0,5.0,1.0,3.0,12.0,5.0,,4.0,1.0,3.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
496042,Yerry Mina,8258,Defender,7.6,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,7.61,90.0,,,,32.0,44.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,59.0,,,,,,2.0,6.0,0.0,,,8.0,3.0,2.0,11.0,8.0,,3.0,1.0,0.0,1.0,3.0,3.0,,1.0,0.0,1.0,,,,0.0,,,,,,,,,,,,,,
206767,John Medina,8258,Defender,7.0,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,6.98,90.0,,,,14.0,22.0,,,,,,,,,,,0.0,0.0,0.0,,2.0,,57.0,1.0,3.0,,2.0,4.0,1.0,4.0,0.0,1.0,1.0,4.0,2.0,1.0,10.0,,2.0,3.0,8.0,2.0,10.0,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,
50065,David Ospina,8258,Keeper,7.5,"Uruguay-vs-Colombia_Thu, Oct 7, 2021, 23:00 UTC",3239030,2021-10-07,away,Before Lorenzo,7.51,90.0,3.0,0.0,0.0,20.0,25.0,13.0,18.0,2.0,1.0,0.0,0.0,3.0,1.0,6.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50065,David Ospina,8258,Keeper,8.0,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,8.03,90.0,4.0,0.0,0.0,18.0,22.0,5.0,9.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206767,John Medina,8258,Defender,6.9,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,6.89,90.0,,,,27.0,37.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,59.0,1.0,2.0,,0.0,1.0,1.0,6.0,0.0,1.0,2.0,1.0,,1.0,9.0,4.0,3.0,6.0,9.0,4.0,13.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,6.9,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,6.85,90.0,,,,31.0,37.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,49.0,,,,,,1.0,4.0,0.0,,,4.0,2.0,3.0,9.0,1.0,,1.0,2.0,0.0,2.0,1.0,1.0,,2.0,,,,,,0.0,,,,,,,,,,,,,,
496042,Yerry Mina,8258,Defender,7.3,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,7.34,90.0,,,,39.0,42.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,51.0,,,,,,4.0,6.0,0.0,0.0,1.0,3.0,1.0,3.0,7.0,7.0,,2.0,,2.0,2.0,0.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,7.3,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,7.31,90.0,,,,25.0,37.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,62.0,,,,0.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,11.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
479026,Roger Martinez,8258,Midfielder,6.4,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,6.39,53.0,,,,12.0,15.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,24.0,1.0,2.0,,0.0,1.0,,,2.0,1.0,1.0,,,1.0,3.0,2.0,,2.0,6.0,2.0,6.0,0.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
207617,Juan Quintero,8258,Midfielder,6.8,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,6.79,74.0,,,,17.0,22.0,,,,,,,,,,,0.0,0.0,6.0,True,0.0,2.0,46.0,1.0,4.0,,1.0,1.0,2.0,5.0,1.0,0.0,1.0,,,,1.0,3.0,,5.0,4.0,5.0,9.0,0.0,0.0,3.0,,2.0,4.0,,,2.0,,,,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,6.2,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,6.24,90.0,,,,15.0,19.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,,36.0,1.0,6.0,,0.0,1.0,,,1.0,,,,,,1.0,7.0,,2.0,9.0,2.0,9.0,0.0,2.0,1.0,1.0,0.0,2.0,,1.0,,0.0,,,,,,,,,,,,,,
466672,Jefferson Lerma,8258,Midfielder,6.5,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,6.46,53.0,,,,18.0,23.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,25.0,,,,,,0.0,3.0,0.0,1.0,1.0,,,1.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,
22543,Radamel Falcao,8258,Attacker,6.9,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,6.89,74.0,,,,13.0,17.0,,,,,,,,,,,0.0,0.0,1.0,True,3.0,,27.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,,7.0,3.0,2.0,4.0,5.0,6.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
431323,Wilmar Barrios,8258,Attacker,7.0,"Colombia-vs-Brazil_Sun, Oct 10, 2021, 21:00 UTC",3238995,2021-10-10,home,Before Lorenzo,7.04,90.0,,,,41.0,42.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,56.0,,,,,,2.0,3.0,0.0,2.0,3.0,2.0,,1.0,9.0,7.0,4.0,5.0,7.0,5.0,12.0,0.0,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
50065,David Ospina,8258,Keeper,7.4,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,7.43,90.0,5.0,0.0,0.0,14.0,15.0,2.0,3.0,2.0,1.0,0.0,0.0,5.0,1.0,8.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155066,Juan Cuadrado,8258,Defender,7.7,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,7.67,90.0,,,,33.0,39.0,,,,,,,,,,,0.0,0.0,2.0,True,1.0,1.0,71.0,0.0,1.0,,2.0,8.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,,6.0,1.0,4.0,5.0,2.0,2.0,2.0,,1.0,1.0,,,5.0,,,,,,,,,,,,,,,
496042,Yerry Mina,8258,Defender,7.4,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,7.36,90.0,,,,40.0,45.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,,56.0,,,,,,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,3.0,,9.0,4.0,3.0,5.0,6.0,8.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,7.4,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,7.39,90.0,,,,48.0,55.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,1.0,69.0,,,,,,2.0,5.0,0.0,3.0,4.0,5.0,1.0,,9.0,3.0,,11.0,5.0,4.0,4.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,6.3,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,6.29,90.0,,,,40.0,54.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,,79.0,0.0,2.0,,0.0,2.0,3.0,7.0,1.0,,,1.0,,,1.0,2.0,1.0,1.0,9.0,0.0,4.0,1.0,6.0,,,0.0,1.0,,,,0.0,,,,,,,,,,,,,,
207617,Juan Quintero,8258,Midfielder,7.0,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,6.95,70.0,,,,27.0,35.0,,,,,,,,,,,0.0,0.0,2.0,True,1.0,,51.0,2.0,2.0,,1.0,7.0,4.0,5.0,1.0,,,,,1.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,0.0,0.0,1.0,,0.0,2.0,,,7.0,0.0,,,,,,,,,,,,,,
431323,Wilmar Barrios,8258,Midfielder,7.4,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,7.35,90.0,,,,40.0,48.0,,,,,,,,,,,0.0,0.0,0.0,,2.0,,60.0,,,,,,0.0,5.0,1.0,2.0,3.0,1.0,,,4.0,8.0,2.0,6.0,3.0,6.0,9.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,6.5,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,6.46,59.0,,,,37.0,43.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,51.0,,,,,,1.0,4.0,0.0,1.0,4.0,,,,7.0,3.0,2.0,6.0,6.0,5.0,10.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,6.6,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,6.6,90.0,,,,18.0,25.0,,,,,,,,,,,0.0,0.0,4.0,True,0.0,1.0,39.0,0.0,3.0,,0.0,1.0,2.0,3.0,0.0,,,,,,1.0,7.0,1.0,4.0,5.0,3.0,8.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,6.1,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,6.12,59.0,,,,11.0,14.0,,,,,,,,,,,0.0,0.0,0.0,,2.0,,18.0,0.0,1.0,,0.0,1.0,,,0.0,0.0,1.0,,,,3.0,,,2.0,4.0,1.0,3.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,
116555,Duvan Zapata,8258,Attacker,5.9,"Colombia-vs-Ecuador_Thu, Oct 14, 2021, 21:00 UTC",3239041,2021-10-14,home,Before Lorenzo,5.94,70.0,,,,3.0,4.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,,13.0,0.0,1.0,,0.0,2.0,0.0,1.0,0.0,,,,,,0.0,,,1.0,5.0,0.0,1.0,1.0,5.0,,,2.0,2.0,,,,0.0,,,,,,,,,,,,,,
860914,Luis Diaz,8258,Attacker,6.8,"Brazil-vs-Colombia_Fri, Nov 12, 2021, 00:30 UTC",3239049,2021-11-12,away,Before Lorenzo,6.84,66.0,,,,15.0,17.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,,34.0,4.0,6.0,,0.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,3.0,5.0,,7.0,5.0,7.0,12.0,0.0,0.0,3.0,1.0,0.0,1.0,,,,0.0,,,,,,,,,,,,,,
116555,Duvan Zapata,8258,Attacker,5.8,"Brazil-vs-Colombia_Fri, Nov 12, 2021, 00:30 UTC",3239049,2021-11-12,away,Before Lorenzo,5.79,66.0,,,,1.0,7.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,19.0,0.0,3.0,1.0,,,0.0,2.0,2.0,,,1.0,1.0,,2.0,1.0,,6.0,6.0,0.0,6.0,6.0,6.0,,1.0,0.0,1.0,,,,0.0,,1.0,,,,,,,,,,,,
155066,Juan Cuadrado,8258,Attacker,6.5,"Brazil-vs-Colombia_Fri, Nov 12, 2021, 00:30 UTC",3239049,2021-11-12,away,Before Lorenzo,6.5,90.0,,,,25.0,33.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,,58.0,1.0,3.0,8.0,0.0,4.0,0.0,2.0,1.0,,,,,1.0,2.0,6.0,2.0,7.0,9.0,7.0,13.0,0.0,3.0,6.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
726475,Yairo Moreno,8258,Midfielder,7.1,"Brazil-vs-Colombia_Fri, Nov 12, 2021, 00:30 UTC",3239049,2021-11-12,away,Before Lorenzo,7.08,90.0,,,,26.0,34.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,56.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,5.0,,,1.0,11.0,5.0,3.0,10.0,8.0,9.0,16.0,1.0,2.0,2.0,4.0,,,,,,,1.0,,,,,,,,,,,,,
431323,Wilmar Barrios,8258,Midfielder,6.3,"Brazil-vs-Colombia_Fri, Nov 12, 2021, 00:30 UTC",3239049,2021-11-12,away,Before Lorenzo,6.29,78.0,,,,22.0,26.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,38.0,0.0,2.0,3.0,0.0,1.0,2.0,5.0,0.0,,,,,1.0,4.0,9.0,1.0,1.0,6.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,
466672,Jefferson Lerma,8258,Midfielder,6.9,"Brazil-vs-Colombia_Fri, Nov 12, 2021, 00:30 UTC",3239049,2021-11-12,away,Before Lorenzo,6.86,90.0,,,,30.0,37.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,47.0,,,5.0,,,2.0,2.0,0.0,1.0,1.0,1.0,,2.0,7.0,5.0,1.0,5.0,4.0,4.0,7.0,1.0,2.0,3.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,6.7,"Brazil-vs-Colombia_Fri, Nov 12, 2021, 00:30 UTC",3239049,2021-11-12,away,Before Lorenzo,6.67,55.0,,,,12.0,17.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,26.0,,,4.0,1.0,3.0,2.0,6.0,0.0,1.0,1.0,,,,2.0,5.0,,2.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
