id,name,team,position,rating,match,match_id,match_date,home_away,ERA,top_stats_FotMob rating,top_stats_Minutes played,top_stats_Saves,top_stats_Goals conceded,top_stats_Goals prevented,top_stats_Accurate passes_value,top_stats_Accurate passes_total,top_stats_Accurate long balls_value,top_stats_Accurate long balls_total,top_stats_Diving save,top_stats_Saves inside box,top_stats_Acted as sweeper,top_stats_Punches,top_stats_Throws,top_stats_High claim,top_stats_Recoveries,top_stats_Touches,top_stats_Goals,top_stats_Assists,top_stats_Total shots,top_stats_Shotmap,top_stats_Chances created,attack_Blocked shots,attack_Touches,attack_Successful dribbles_value,attack_Successful dribbles_total,attack_Passes into final third,attack_Accurate crosses_value,attack_Accurate crosses_total,attack_Accurate long balls_value,attack_Accurate long balls_total,attack_Dispossessed,defense_Tackles won_value,defense_Tackles won_total,defense_Clearances,defense_Headed clearance,defense_Interceptions,defense_Defensive actions,defense_Recoveries,defense_Dribbled past,duels_Duels won,duels_Duels lost,duels_Ground duels won_value,duels_Ground duels won_total,duels_Aerial duels won_value,duels_Aerial duels won_total,duels_Was fouled,duels_Fouls committed,attack_Shot accuracy_value,attack_Shot accuracy_total,attack_Big chances missed,attack_Offsides,attack_Corners,defense_Tackles won,defense_Blocks,attack_Touches in opposition box,top_stats_Missed penalty,top_stats_Penalties won,defense_Last man tackle,defense_Clearance off the line,top_stats_Error led to goal,top_stats_xGOT faced,top_stats_Expected goals (xG),top_stats_Expected goals on target (xGOT),top_stats_Expected assists (xA),top_stats_xG + xA,attack_xG Non-penalty,top_stats_Conceded penalty
1023030,Jhon Arias,8258,Midfielder,7.9,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,7.9,90.0,,,,28.0,34.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,,61.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,7.0,,,1.0,9.0,5.0,1.0,13.0,6.0,13.0,19.0,0.0,0.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
466672,Jefferson Lerma,8258,Midfielder,7.8,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,7.79,90.0,,,,31.0,35.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,49.0,1.0,1.0,4.0,,,2.0,4.0,0.0,3.0,5.0,1.0,1.0,1.0,10.0,9.0,,7.0,6.0,7.0,10.0,0.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
1434853,Kevin Castano,8258,Midfielder,7.0,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,6.96,45.0,,,,9.0,13.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,21.0,,,1.0,,,,,0.0,1.0,2.0,1.0,,,4.0,1.0,1.0,4.0,2.0,4.0,6.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,7.1,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,7.11,90.0,,,,25.0,36.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,60.0,0.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,11.0,3.0,,3.0,6.0,3.0,8.0,0.0,1.0,2.0,4.0,,,,,,,2.0,,,,,,,,,,,,,
860913,Jhon Lucumi,8258,Defender,7.2,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,7.24,90.0,,,,47.0,55.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,62.0,,,4.0,,,1.0,6.0,0.0,0.0,1.0,5.0,3.0,,6.0,5.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,7.0,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,7.04,90.0,,,,48.0,51.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,61.0,,,2.0,,,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,8.2,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,8.24,90.0,,,,38.0,43.0,,,,,,,,,,,1.0,0.0,2.0,True,1.0,,67.0,0.0,1.0,6.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,,1.0,8.0,2.0,,5.0,6.0,4.0,8.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,2.0,,,,,,,,,,,,
50207,Camilo Vargas,8258,Keeper,7.7,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,7.74,90.0,3.0,0.0,0.0,25.0,41.0,11.0,27.0,1.0,2.0,0.0,1.0,3.0,0.0,9.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291425,Jhon Cordoba,8258,Attacker,7.8,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,7.82,74.0,,,,10.0,10.0,,,,,,,,,,,1.0,0.0,4.0,True,1.0,,27.0,0.0,2.0,,,,,,1.0,,,1.0,1.0,1.0,5.0,2.0,1.0,2.0,9.0,0.0,7.0,2.0,4.0,,3.0,2.0,4.0,,1.0,,0.0,,9.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,6.9,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,6.92,67.0,,,,33.0,37.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,57.0,3.0,4.0,4.0,,,,,4.0,1.0,2.0,,,,2.0,3.0,1.0,7.0,6.0,7.0,13.0,0.0,0.0,2.0,,1.0,1.0,,1.0,,,,5.0,,,,,,,,,,,,
164684,James Rodriguez,8258,Midfielder,7.7,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,7.73,73.0,,,,68.0,75.0,,,,,,,,,,,0.0,0.0,0.0,,3.0,,87.0,1.0,3.0,16.0,1.0,3.0,8.0,10.0,1.0,0.0,1.0,,,1.0,2.0,8.0,,2.0,3.0,2.0,5.0,0.0,0.0,,,,,,,3.0,,,1.0,,,,,,,,,,,,
1023030,Jhon Arias,8258,Midfielder,7.9,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,7.9,67.0,,,,32.0,36.0,,,,,,,,,,,1.0,0.0,3.0,True,0.0,1.0,44.0,,,5.0,,,3.0,3.0,1.0,2.0,2.0,,,1.0,4.0,4.0,1.0,2.0,3.0,2.0,5.0,0.0,0.0,,1.0,2.0,2.0,,,,,,4.0,,,,,,,,,,,,
466672,Jefferson Lerma,8258,Midfielder,5.8,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,5.79,90.0,,,,80.0,88.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,96.0,,,13.0,,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,,1.0,4.0,1.0,5.0,0.0,0.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,
1174630,Richard Rios,8258,Midfielder,6.7,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,6.71,90.0,,,,41.0,48.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,1.0,65.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,2.0,,,1.0,1.0,1.0,4.0,9.0,,4.0,6.0,3.0,9.0,1.0,1.0,1.0,2.0,,,,,,0.0,,3.0,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,8.1,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,8.06,90.0,,,,37.0,43.0,,,,,,,,,,,0.0,1.0,0.0,,3.0,,74.0,0.0,1.0,5.0,3.0,6.0,0.0,1.0,0.0,,,2.0,,1.0,5.0,9.0,,4.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,,,,,,0.0,1.0,,,,,,,,,,,,,
860913,Jhon Lucumi,8258,Defender,6.7,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,6.74,90.0,,,,66.0,70.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,78.0,,,2.0,,,3.0,6.0,0.0,3.0,3.0,2.0,,1.0,6.0,,,3.0,,3.0,3.0,0.0,0.0,,,0.0,1.0,,,,,,1.0,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,6.4,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,6.39,90.0,,,,61.0,66.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,71.0,,,1.0,,,1.0,5.0,0.0,1.0,1.0,1.0,,2.0,6.0,1.0,,1.0,2.0,1.0,3.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,6.9,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,6.85,45.0,,,,29.0,30.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,40.0,,,2.0,,,1.0,2.0,0.0,2.0,2.0,,,2.0,6.0,1.0,,2.0,2.0,2.0,4.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,
50207,Camilo Vargas,8258,Keeper,6.2,"Romania-vs-Colombia_Tue, Mar 26, 2024, 19:30 UTC",4395903,2024-03-26,away,During Lorenzo,6.24,90.0,3.0,2.0,0.0,21.0,28.0,3.0,9.0,2.0,2.0,0.0,0.0,3.0,0.0,4.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,7.7,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,7.74,62.0,,,,15.0,17.0,,,,,,,,,,,1.0,0.0,2.0,True,0.0,1.0,27.0,1.0,1.0,,,,1.0,1.0,0.0,1.0,1.0,,,1.0,3.0,3.0,,3.0,5.0,2.0,3.0,1.0,5.0,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,6.9,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,6.91,71.0,,,,12.0,17.0,,,,,,,,,,,0.0,0.0,3.0,True,2.0,1.0,30.0,1.0,3.0,2.0,,,1.0,1.0,1.0,,,,,,3.0,1.0,,2.0,7.0,2.0,7.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,,,0.0,,6.0,,,,,,,,,,,,
164684,James Rodriguez,8258,Midfielder,6.4,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,6.38,71.0,,,,33.0,38.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,53.0,1.0,2.0,7.0,0.0,4.0,2.0,4.0,3.0,0.0,1.0,,,,1.0,,,4.0,4.0,4.0,8.0,0.0,0.0,2.0,,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,
1023030,Jhon Arias,8258,Midfielder,8.0,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,7.98,62.0,,,,34.0,37.0,,,,,,,,,,,1.0,0.0,1.0,True,1.0,,44.0,,,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,,,1.0,3.0,5.0,,2.0,,2.0,2.0,0.0,0.0,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,
466672,Jefferson Lerma,8258,Midfielder,7.6,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,7.58,83.0,,,,40.0,48.0,,,,,,,,,,,0.0,1.0,1.0,True,1.0,1.0,54.0,1.0,2.0,2.0,,,2.0,3.0,0.0,,,1.0,,1.0,5.0,5.0,2.0,4.0,6.0,1.0,7.0,3.0,3.0,,3.0,,,,,,0.0,,1.0,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,6.3,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,6.31,45.0,,,,18.0,21.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,,28.0,,,1.0,,,3.0,4.0,2.0,,,,,3.0,4.0,4.0,2.0,,6.0,0.0,5.0,0.0,1.0,,1.0,0.0,2.0,1.0,,,0.0,,3.0,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,7.5,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,7.51,90.0,,,,35.0,46.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,,71.0,,,2.0,2.0,3.0,1.0,7.0,0.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,,5.0,2.0,5.0,5.0,0.0,2.0,2.0,,0.0,1.0,,,,,,1.0,,,,,,,,,,,,
643533,Davinson Sánchez,8258,Defender,7.4,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,7.39,90.0,,,,62.0,69.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,78.0,,,6.0,,,4.0,8.0,1.0,1.0,1.0,2.0,,1.0,7.0,5.0,,2.0,3.0,1.0,3.0,1.0,2.0,,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,
860913,Jhon Lucumi,8258,Defender,7.1,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,7.1,90.0,,,,58.0,62.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,71.0,,,4.0,,,5.0,7.0,0.0,1.0,1.0,3.0,,2.0,7.0,3.0,,1.0,,1.0,1.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,7.1,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,7.14,90.0,,,,29.0,31.0,,,,,,,,,,,0.0,0.0,0.0,,2.0,,63.0,0.0,2.0,1.0,1.0,1.0,,,2.0,2.0,3.0,7.0,3.0,,13.0,5.0,1.0,6.0,8.0,4.0,11.0,2.0,3.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
50207,Camilo Vargas,8258,Keeper,6.0,"USA-vs-Colombia_Sat, Jun 8, 2024, 21:30 UTC",4425104,2024-06-08,away,During Lorenzo,5.96,90.0,0.0,1.0,0.0,21.0,30.0,7.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50207,Camilo Vargas,8258,Keeper,7.3,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.27,90.0,4.0,0.0,0.0,23.0,33.0,6.0,16.0,1.0,0.0,0.0,0.0,5.0,0.0,11.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,6.2,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,6.22,68.0,,,,41.0,43.0,,,,,,,,,,,0.0,0.0,0.0,,2.0,,55.0,,,3.0,1.0,1.0,,,0.0,1.0,3.0,,,,6.0,3.0,,4.0,3.0,3.0,6.0,1.0,1.0,,3.0,,,,,,,,3.0,,,,,,,,,,,,
496042,Yerry Mina,8258,Defender,7.4,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.4,90.0,,,,75.0,80.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,86.0,,,4.0,,,6.0,9.0,0.0,1.0,2.0,1.0,1.0,1.0,5.0,7.0,,3.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,7.4,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.42,90.0,,,,48.0,51.0,,,,,,,,,,,0.0,0.0,3.0,True,0.0,,63.0,,,3.0,,,3.0,5.0,0.0,1.0,1.0,,,3.0,7.0,6.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,1.0,3.0,,,,,,,,,,,,
578756,Deiver Machado,8258,Defender,7.9,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.91,90.0,,,,32.0,38.0,,,,,,,,,,,0.0,1.0,0.0,,1.0,,63.0,0.0,1.0,9.0,,,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,,9.0,4.0,7.0,11.0,2.0,2.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,
1174630,Richard Rios,8258,Midfielder,7.1,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.07,66.0,,,,37.0,40.0,,,,,,,,,,,0.0,0.0,2.0,True,1.0,,56.0,0.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,1.0,4.0,,,,5.0,4.0,,5.0,4.0,5.0,9.0,0.0,0.0,1.0,1.0,1.0,2.0,,,,,,2.0,,,,,,,,,,,,
466672,Jefferson Lerma,8258,Midfielder,7.1,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.1,66.0,,,,36.0,39.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,45.0,,,5.0,1.0,1.0,5.0,6.0,0.0,1.0,1.0,,,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
1023030,Jhon Arias,8258,Midfielder,7.7,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.71,45.0,,,,15.0,16.0,,,,,,,,,,,1.0,0.0,2.0,True,1.0,,25.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,,,1.0,,,2.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,,,,0.0,,4.0,,,,,,,,,,,,
164684,James Rodriguez,8258,Midfielder,7.3,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.33,84.0,,,,50.0,60.0,,,,,,,,,,,0.0,0.0,1.0,True,5.0,,75.0,0.0,1.0,11.0,3.0,6.0,7.0,8.0,2.0,,,,,,0.0,4.0,,1.0,3.0,0.0,3.0,1.0,1.0,,,0.0,1.0,,,2.0,0.0,,1.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,8.7,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,8.74,77.0,,,,29.0,34.0,,,,,,,,,,,1.0,1.0,4.0,True,2.0,,52.0,3.0,5.0,1.0,1.0,1.0,,,2.0,0.0,1.0,,,,3.0,3.0,,7.0,5.0,7.0,12.0,0.0,0.0,3.0,2.0,1.0,4.0,1.0,,,,,11.0,,,,,,,,,,,,
291425,Jhon Cordoba,8258,Attacker,8.0,"Colombia-vs-Bolivia_Sat, Jun 15, 2024, 21:00 UTC",4471373,2024-06-15,home,During Lorenzo,7.95,45.0,,,,6.0,11.0,,,,,,,,,,,1.0,0.0,3.0,True,1.0,1.0,23.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,,5.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,,1.0,,0.0,,6.0,,,,,,,,,,,,
50207,Camilo Vargas,8258,Keeper,6.7,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,6.67,90.0,2.0,1.0,0.26,19.0,33.0,6.0,20.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,
859282,Daniel Munoz,8258,Defender,8.4,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,8.39,90.0,,,,32.0,42.0,,,,,,,,,,,1.0,0.0,2.0,True,2.0,,70.0,0.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,4.0,4.0,2.0,,10.0,7.0,1.0,7.0,6.0,6.0,10.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,,2.0,,,,,,,0.15,0.27,0.06,0.21,0.15,
643533,Davinson Sánchez,8258,Defender,7.5,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,7.49,90.0,,,,55.0,66.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,1.0,81.0,,,3.0,,,4.0,9.0,0.0,3.0,3.0,5.0,2.0,1.0,10.0,2.0,1.0,8.0,3.0,3.0,5.0,5.0,6.0,,1.0,0.0,1.0,,,,,,2.0,,,,,,,0.06,,,0.06,0.06,
860913,Jhon Lucumi,8258,Defender,6.6,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,6.56,25.0,,,,20.0,20.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,23.0,,,2.0,,,1.0,1.0,0.0,1.0,1.0,,,,2.0,1.0,,1.0,,1.0,1.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,0.01,0.01,,
474673,Johan Mojica,8258,Defender,6.9,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,6.93,90.0,,,,50.0,60.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,79.0,1.0,1.0,8.0,1.0,4.0,0.0,5.0,3.0,2.0,3.0,1.0,,,4.0,4.0,1.0,5.0,6.0,5.0,9.0,0.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,0.06,0.06,,
1174630,Richard Rios,8258,Midfielder,7.8,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,7.83,90.0,,,,32.0,37.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,,73.0,8.0,9.0,2.0,1.0,2.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,6.0,8.0,3.0,14.0,11.0,14.0,23.0,0.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,0.02,,0.19,0.21,0.02,
466672,Jefferson Lerma,8258,Midfielder,8.1,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,8.12,68.0,,,,48.0,59.0,,,,,,,,,,,1.0,0.0,1.0,True,0.0,,70.0,1.0,1.0,9.0,,,1.0,3.0,0.0,1.0,1.0,1.0,,1.0,5.0,3.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,0.07,0.29,0.01,0.08,0.07,
1023030,Jhon Arias,8258,Midfielder,7.6,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,7.55,89.0,,,,44.0,48.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,62.0,2.0,2.0,3.0,,,,,0.0,1.0,1.0,,,1.0,3.0,5.0,1.0,8.0,4.0,6.0,8.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,0.03,0.03,,
164684,James Rodriguez,8258,Attacker,8.8,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,8.75,89.0,,,,53.0,60.0,,,,,,,,,,,0.0,2.0,2.0,True,3.0,,80.0,1.0,2.0,13.0,3.0,10.0,5.0,8.0,0.0,,,,,1.0,2.0,5.0,1.0,3.0,4.0,3.0,6.0,0.0,1.0,2.0,1.0,1.0,2.0,,,3.0,0.0,,4.0,,,,,,,0.13,0.05,0.27,0.4,0.13,
533775,Rafael Santos Borre,8258,Attacker,6.4,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,6.39,68.0,,,,6.0,9.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,15.0,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,5.0,1.0,2.0,0.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Attacker,6.6,"Colombia-vs-Paraguay_Mon, Jun 24, 2024, 22:00 UTC",4377210,2024-06-24,home,Copa America,6.57,90.0,,,,13.0,20.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,,46.0,4.0,9.0,,0.0,2.0,0.0,1.0,3.0,1.0,1.0,,,,4.0,4.0,,8.0,13.0,5.0,16.0,3.0,5.0,,3.0,0.0,2.0,,1.0,,,,7.0,,,,,,,0.2,,0.16,0.36,0.2,
50207,Camilo Vargas,8258,Keeper,7.0,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,7.01,90.0,0.0,0.0,0.0,27.0,34.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,8.4,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,8.41,90.0,,,,47.0,50.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,84.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,6.0,9.0,3.0,2.0,3.0,17.0,6.0,1.0,13.0,4.0,11.0,15.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,0.03,0.03,,
643533,Davinson Sánchez,8258,Defender,8.5,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,8.5,90.0,,,,58.0,70.0,,,,,,,,,,,1.0,0.0,4.0,True,1.0,1.0,83.0,1.0,1.0,6.0,,,9.0,16.0,0.0,,,2.0,2.0,1.0,4.0,3.0,,8.0,,2.0,2.0,6.0,6.0,1.0,1.0,1.0,3.0,1.0,,,0.0,,6.0,,,,,,,1.16,0.28,0.01,1.17,1.16,
